fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.6322351022039046;0.8297250611725053;0.03725289799587861;2.304029387775488;0.059302204083161614;31.939559183367678;48.0;0.9952016117551101;3.515970612224512;0.566447020440781;12.302014693887745;1
7.384279845831421;0.35685596916628415;0.3384279845831421;1.9100410791800537;0.0732707830414563;18.471604625057374;37.842798458314206;0.993598682929203;3.375283953749426;0.862707830414563;13.364197687471314;1
7.430800940497549;0.5995789184278191;0.11848056429852916;2.245995297512257;0.08154004702487744;14.767962380098057;33.61601880995097;0.9971875147332138;3.5183981190049027;0.6684393416517159;10.399587773531868;1
10.416225542097923;0.31864212053145435;0.6040391326433242;2.6539701211186983;0.08302646747412466;5.162255420979224;22.324510841958446;0.9994430380738457;3.247019566321662;0.7886766262937671;11.151323373706232;1
9.8;0.3328795639776503;0.39;1.453403270167623;0.06528795639776502;3.0;7.356021801117487;0.9947178010900559;3.181099454972063;0.5535602180111749;11.417801090055875;1
7.453661107386221;0.38;0.30154462975379265;2.028184567487358;0.05881845674873579;14.436308650252842;29.28184567487358;0.995306239003737;3.23;0.7515446297537927;10.849046920202273;1
8.259664394474749;0.29193287889495007;0.4;2.8574270243064173;0.0525966439447475;3.8011186850841665;9.801118685084166;0.9943197266229785;3.3399440657457915;0.6920447474033666;12.561342422101;1
5.461261061673072;0.3969369469163464;0.2544144081772835;2.0720720408864173;0.061873873063046855;18.567567754681495;49.5675677546815;0.9923111709067168;3.6559730465252054;0.7457657632709134;13.610810979213346;1
10.940586435722262;0.5180106624676775;0.6480106624676775;2.900666404229843;0.11260746372737424;6.0;14.599466876616125;0.9975002665616919;3.073978675064645;0.69204264987071;11.679840062984837;1
8.120591198319973;0.46087077861015624;0.320848815158458;1.9154983073692258;0.06887896953264606;14.138006770523097;24.43099661473845;0.995118450169263;3.405520270820924;0.7144797291790761;11.347343737266137;1
6.608852657703667;0.837178215356956;0.03199184798332513;2.301106582212958;0.05908299366597188;31.983401266805625;48.0;0.9952004426328852;3.5188934177870417;0.5617705315407335;12.30055329110648;1
11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.02;0.83;10.9;1
9.782345130338676;0.28;0.3884996680393937;1.8438241152245993;0.05783530973932265;17.47941371741533;32.95882743483066;0.9960641732290906;3.212323783263993;0.7802651550055262;10.935589602190731;1
9.9;0.3390297993019012;0.5112399382467389;3.6917619112377773;0.08996497684252705;7.407004631494588;18.06199691233694;0.9968365541951935;3.2324798764934775;0.6792995368505412;12.075201235065222;1
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;1
10.587466426182857;0.45405998196371433;0.5271049684365001;3.6917619112377773;0.0893583258182143;6.0;14.0;0.9973063898827642;3.151253357381714;0.5817916290910715;11.689850045090715;1
8.489483478280613;0.3213690086968368;0.3994741739140307;2.2484132173755094;0.07042066086877546;17.757933913122454;42.810516521719386;0.9945953764521901;3.2967361565203572;0.7775793391312246;12.177878086922957;1
7.12427006083287;0.28;0.3459975650184465;2.2585766463890433;0.035172253584325845;35.764294410648404;100.70711676805479;0.992115516989341;3.2694282235740637;0.47485401216657397;11.417153292778087;1
9.398230010840143;0.39245575027100355;0.4809623767615231;2.433545317581317;0.08294690032520426;12.0;28.31139375677509;0.9955263826394988;3.2606581872967473;0.75;12.31974561890242;1
6.1832457411312225;0.3916754258868778;0.38476350105429946;1.966491482262444;0.07066491482262444;13.49737223393666;24.16754258868778;0.9944844019581991;3.4449737223393666;0.8482194634705886;11.015703152443441;1
5.2345307545664665;0.47654692454335335;0.06417152819652654;1.807184527398799;0.05192815472601202;17.964077363006005;100.1297717237007;0.9923961293598151;3.54;0.7097799618728128;12.68343056393053;1
5.128883847759153;0.501334845672254;0.1395626131371853;1.9555807612042333;0.045466061731098406;16.8665154327746;101.5;0.9924866515432774;3.483107078207323;0.7977903806021166;12.697813065685926;1
8.79098555981965;0.4806065703987977;0.32001682316032287;2.8060657039879766;0.0663639422392786;10.0;27.878685920240468;0.9964242628159519;3.3196883032204396;0.6766722743867744;11.278854151843696;1
7.643876075995044;0.6825080365083214;0.011970184030807358;2.539403680616147;0.07681788958151559;17.0;37.21192638767705;0.9961423852775354;3.3872844167393765;0.7695527604621104;11.818211041848441;1
6.977783627550546;0.5577783627550548;0.165001316198873;1.738878651786543;0.06527770465561816;14.888918137752734;24.111081862247268;0.995053356147447;3.4377783627550547;0.6822216372449453;10.658304815691086;1
8.553498230103589;0.3;0.442469081855577;3.2296289822669237;0.08176130752163334;11.316872787629487;24.316872787629485;0.9950370371017733;3.266831272123705;0.7033745575258974;11.973250884948206;1
7.597509294933453;0.27168232517818836;0.37722744172606276;2.463862791369686;0.06842058129454709;13.168232517818833;41.722744172606276;0.9944080686043152;3.444111861876341;0.7891588374109059;12.436137208630313;1
10.222429292682799;0.2938450216027657;0.49272355696862574;2.6168219695121;0.05999329724738115;5.016020923344858;13.016020923344858;0.997603204184669;3.05;0.74;10.516020923344858;1
8.205898478406242;0.26294923920312147;0.3429492392031215;2.494101521593757;0.07329492392031214;16.058984784062428;46.76406086375029;0.9958515228239063;3.394691369434381;0.7794101521593757;11.370781740874914;1
6.934755927076382;0.31060976291694475;0.40713417020930653;2.306097629169447;0.06123475592707638;22.59146443754171;34.0;0.9949245121337474;3.2876524407292362;0.8234755927076383;11.529573221877085;1
6.945925417099157;0.5699352551488658;0.09374525270418016;3.6917619112377773;0.06027361015706092;11.091203385686974;18.091203385686974;0.9961361576300191;3.3881111874351264;0.6100647448511342;10.83648135427479;1
6.623885232615169;0.8064564360261124;0.02808423257744203;2.7165359302720407;0.07211023953514695;16.963253488284355;34.055119767573466;0.9955330718605442;3.575774151152701;0.8894488023242654;12.309186627928913;1
7.169214266572816;0.3797488155852753;0.3107642799718445;2.02052382228479;0.06210261911142395;14.89738088857605;28.051309555711974;0.9946625440243303;3.2397488155852754;0.7243559488716828;11.320523822284791;1
10.2;0.45819661477170154;0.5981966147717015;3.6632812454791632;0.0847213540913194;10.636067704565969;24.727864590868062;0.9972134440079679;3.242688801593576;0.9135742179588536;12.181966147717015;1
8.9;0.48;0.53;3.6917619112377773;0.10099999999999999;3.0;10.0;0.9958600000000001;3.21;0.59;12.1;1
5.378200366579767;0.5189274129373053;0.020865027493482548;1.7695500916449418;0.044000000000000004;23.737012830291857;86.69550091644942;0.9915564974384989;3.518269945013035;0.8565398900260698;13.66505100809436;1
12.570794910871422;0.5448059414543728;0.6886506361410724;3.6917619112377773;0.07812939185601771;7.0;40.85397455435711;1.0012261015369006;3.1129759542116084;0.6927541730166059;10.85951908423217;1
9.629596647397507;0.31878928757197034;0.49843046098284277;2.2852016763012464;0.07313901257225935;6.286995809246884;18.573991618493768;0.9960450222630066;3.182780251445187;1.0324214248560593;11.741703771677804;1
10.2;0.4752450909069136;0.6152450909069136;3.254117818234074;0.07790196363723458;10.295098181861729;25.409803636276543;0.9969918138182101;3.1983627636420247;0.8419706181909631;12.352450909069136;1
9.022108249889797;0.15552239996794065;0.4544402999959926;1.8999067499098332;0.07522201499979962;10.111007499899815;20.77798500020037;0.9956065858499219;3.3900186500180336;0.7455690250130241;11.866697750030056;1
7.088401623276998;0.4983381332314525;0.20840162327699785;2.1115983767230024;0.07371782955591523;13.884016232769978;28.0;0.9957601845788685;3.391817646248353;0.6686208928023488;10.686208928023488;1
7.484353134381349;0.5379938954614484;0.15061188062880954;1.9782343280932537;0.08421765671906747;12.62587462474603;34.687062687626984;0.9968876224474644;3.4112937312373015;0.6309528059330555;9.70340925304246;1
8.604874483659552;0.28;0.4647562758170224;1.8967503442269655;0.07978877237475276;6.508124139432586;12.0;0.9938056129647064;3.254918758605674;0.584431310239719;12.349187586056741;1
10.413232894291017;0.5646082164436195;0.3831863011745443;2.7911780704726548;0.07141671199672522;26.450959060364603;56.95589035236327;0.9967673122676324;3.2200986258399733;0.7645095906036461;11.908821929527345;1
7.8847887293755665;0.8704527170255331;0.14309859117194582;2.1934004025223013;0.11809664784940449;6.934004025223012;23.06599597477699;0.9964923943646877;3.3368008050446023;0.666498993694247;10.25279677982159;1
12.505325421876263;0.28035502812508417;0.5435502812508415;2.305325421876262;0.08223076828130468;11.946745781237379;28.982248593745794;0.9996946745781238;3.1115976265628786;1.0650000000000002;9.817751406254208;1
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;1
11.09425108002815;0.5741376620042224;0.47786330517829206;2.736442065905535;0.10098371268329678;7.0;20.52603004707538;0.9975221463666468;3.1557809014122613;0.8163015023537691;11.67863305178292;1
9.010541430415534;0.5595234547801591;0.17469311738605497;2.697617273900795;0.0887415168697052;20.28231039128685;51.8231039128685;0.997967003508673;3.3484693117386053;0.8176534413069725;10.854079352158164;1
7.3804684279682;0.6643946037071549;0.06902342139841003;2.3;0.062902342139841;33.30078071328033;46.0488289300795;0.9945300979326607;3.48097657860159;0.6770702641952301;12.560156142656068;1
7.024286750823246;0.547856624588377;0.17789319401755496;1.7060716877058115;0.06554645189352304;15.12143375411623;24.0;0.9950823189667947;3.427856624588377;0.6812143375411623;10.601609345499398;1
7.286149952004154;0.3395383317334718;0.3325391754659051;2.497691658667359;0.06393074976002078;21.06925023997923;36.930749760020774;0.9951916899712024;3.3486149952004154;0.7706925023997924;12.088458293336794;1
10.051605466890276;0.3250617487265491;0.5449629507640705;2.6997530050938034;0.07498765025469019;5.498765025469018;16.49876502546902;0.9968009879796248;3.15;0.7846665568766349;11.349135517828312;1
7.2;0.3739499987117692;0.3160500012882308;2.0;0.05963000077293846;15.0;28.394999871176925;0.9947078999974236;3.23;0.7418499961353077;11.3;1
10.988827362967607;0.3988688929644722;0.4584078642331691;2.3586598433915507;0.09480728250810568;6.3491624021197195;21.65083759788028;0.9981586598433916;3.1960335039152112;0.976675895554859;11.288827362967607;1
9.365882291279194;0.32403619387747035;0.3982805287567373;2.295701321891843;0.08372126521333093;11.127601762522458;30.744796474955084;0.9962584614981441;3.318515841372979;0.8459638061225296;11.961719471243264;1
7.011086873884742;0.4248668674523738;0.3186032340125412;2.6819292961779637;0.08027935319749177;23.472282815288146;40.58315155413557;0.9939449104944599;3.370698382993729;0.7176385859235592;12.522173747769484;1
8.539333475193938;0.48663079869412573;0.1147179268932402;2.4629231096601396;0.08642718352475057;19.8764103655338;49.0;0.9974838257436018;3.347415378067972;0.8476410365533799;10.63707689033986;1
9.4;0.2902313901236728;0.5502313901236728;2.669751868315638;0.07804627802473457;6.0;17.325620329210906;0.9963348759341578;3.166281016460545;0.9883802691342901;11.797686098763272;1
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.9937799999999999;3.6559730465252054;0.63;12.8;1
10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;1
7.519926018462967;0.31886137037354473;0.3611386296264553;2.108539722198415;0.05928650694503963;4.0;9.028465740661382;0.9931908169814513;3.3445730138900793;0.6271349305496037;12.8;1
8.0;0.4108331286022664;0.345565688233367;1.9919645050690002;0.11809664784940449;4.279763367126669;16.0;0.994523509989064;3.2472319454378997;0.8496130148080333;11.779763367126668;1
10.054912425756855;0.39352627227294346;0.45;3.6917619112377773;0.07136608283837903;5.816958580810483;13.816958580810482;0.9971261640231299;3.2136608283837904;0.5504036683325406;11.946433135351615;1
10.411819530591517;0.3193624224676347;0.6051789857578141;2.6818046940848292;0.0831726328585938;5.118195305915171;22.0;0.9995399703269866;3.254090234704241;0.7766405448337029;11.152721877633931;1
13.40367982833066;0.5162893390366472;0.76;3.6917619112377773;0.08178996040395557;6.535589399883659;40.322053000581704;1.0012261015369006;3.0946091379685883;0.6371528480093073;12.164060919790588;1
11.23231615122413;0.35676838487758705;0.6051525773163806;3.6917619112377773;0.07885517754880743;35.91920962193968;69.75762886581903;0.9998323161512241;3.274039518903016;0.8985517754880742;11.167683848775871;1
11.986632257865121;0.390445591404496;0.6571779211048588;2.9948014336142137;0.09288117562546776;11.955440859550402;30.05941218726613;0.999566729175131;3.1808911828089923;0.6320794265543146;10.819308960861493;1
9.58753532542955;0.32519606695785863;0.42875353254295506;2.4914566645867238;0.08087535325429551;13.782913329173448;32.34873998752035;0.9990313029881444;3.3317787327925483;0.7848039330421414;10.326330663338759;1
8.9;0.48;0.53;3.6917619112377773;0.10099999999999999;3.0;10.0;0.9958600000000001;3.21;0.59;12.1;1
8.7;0.52;0.09;2.5;0.091;20.0;49.0;0.9976;3.34;0.86;10.6;1
6.693549228223406;0.5066570903073507;0.23706711987630463;1.6410551067466133;0.0683079133005996;14.448681116566734;22.6539566502998;0.9944235779573013;3.423079133005996;0.6905275533733066;10.661582660119919;1
6.5470684021730605;0.38047035834784654;0.22400130269553625;1.9023517917392327;0.06578833874346905;17.31765472173845;39.3646905565231;0.9926995361551298;3.492586970913156;0.8322358305216914;13.73646905565231;1
9.251249296637171;0.420287619571681;0.48082509847079613;3.6917619112377773;0.09608250984707961;3.0;10.0;0.9962323242544354;3.2521499155964606;0.625124929663717;12.170249859327434;1
11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.02;0.83;10.9;1
8.577057859839453;0.41369091145584974;0.3905735535040137;1.8229421401605463;0.06742644649598635;6.0;11.885289299197268;0.9951714710700803;3.3477057859839454;0.6894264464959863;11.671322324799316;1
10.497205737264874;0.38798899597864694;0.47944114745297495;2.0371507171581094;0.06468437808312141;7.0;19.628492828418906;0.9965293267814997;3.203156219168786;0.8234356454422984;10.877095697051343;1
6.710062528497794;0.7902359310879963;0.031006252849779398;2.658726551813327;0.07310062528497795;16.862421839377756;33.86242183937776;0.9957558953787574;3.58;0.8624843678755515;12.093632759066637;1
9.449710387063925;0.3960810916221008;0.4809942077412785;3.6917619112377773;0.07299420774127852;9.900579225872148;19.701737677616446;0.9970554248956455;3.325086883880822;0.7631563909854802;12.229826232238354;1
11.67475051701911;0.3976485910048124;0.47638611685576787;3.6558134047834407;0.07893318898702052;7.7227766288464235;34.319305842788395;0.9986499956048651;3.2272277662884643;0.7348763572932767;12.06806941572116;1
8.9201379516011;0.13168001192863832;0.45120827709606603;1.9127725289661628;0.0748791722903934;10.0;20.9597240967978;0.9955916911077;3.407180686775846;0.7612082770960661;11.91208277096066;1
5.162023433197645;0.47334015254997525;0.006202343319764561;1.7503812534418834;0.044124046866395296;17.25571880162825;88.0;0.9916729588991081;3.6559730465252054;0.7411642179755762;13.513167193523296;1
6.914024358283581;0.7443445193861943;0.0514024358283581;2.5822408656436573;0.07514024358283582;16.607469552145524;33.607469552145524;0.9962301066330094;3.58;0.8114939104291048;11.711204328218287;1
10.340850646854518;0.4133827910845333;0.7019040572558962;3.6917619112377773;0.07533086044577335;38.591493531454816;75.70425323427258;0.998336048510942;3.1419040572558963;0.817467855769985;11.970425323427259;1
9.440802148515068;0.40476411023098924;0.27108496963701695;2.5;0.09511556749175039;16.707546006599692;49.0;0.99809386809901;3.2165329752474885;0.7283018402639876;10.106131900989954;1
8.20525881886756;0.32737059056621964;0.3284141101880972;2.7631882679270747;0.0683672929055658;4.105176377351215;12.0;0.9946958176773607;3.2978964724529756;0.752637653585415;12.778964724529757;1
10.67967409803194;0.3980540305211055;0.611355060131204;2.911869639212776;0.09220377354227026;5.372898797375921;21.81355060131204;0.9996881303607872;3.2432195541180833;0.758644939868796;11.38644939868796;1
8.53894978240383;0.3915098984551208;0.4083150652788509;1.8610502175961698;0.07308751813301415;6.0;12.0;0.9949402192166538;3.331684934721149;0.6757549492275603;11.842450507724395;1
11.84366019229446;0.3928004570145088;0.5700992002246096;1.6863283823428212;0.09342337522632997;22.143329524879093;41.286659049758185;0.9975291619060989;3.022866590497582;0.7485336380096725;10.114994287318641;1
11.261346527730408;0.39822074879062286;0.5267483423894508;1.5;0.08940485567554587;21.558278079648357;40.41103743953114;0.9970010396829222;3.043558502418754;0.7791412832152378;10.076688768140658;1
10.073490040346282;0.34;0.4515352590779135;1.8786075706059937;0.05642784858788013;4.367450201731411;8.36745020173141;0.994617952987896;3.1968372510086573;0.6457215141211987;11.878607570605993;1
9.152526024692422;0.28649826502050524;0.47638063868335795;2.5649826502050526;0.0884359818929421;6.412456625512632;17.17508674897474;0.9961752526024692;3.2453702288063897;0.9897647473257053;11.917508674897475;1
6.647718643955889;0.5647718643955889;0.13761406780220556;2.3761406780220553;0.06626663558790473;13.0;28.880703390110277;0.99428375008401;3.4319296609889722;0.62;11.521055085165415;1
7.788719378463535;0.4612680197761602;0.17971588416820417;3.6917619112377773;0.08445080480278179;10.0;18.53519943496685;0.9969630958700423;3.3619720084754974;0.7094359689231767;11.467599717483424;1
9.520438069356556;0.3236350455485245;0.48976646635549137;2.176131420806967;0.07224963752584425;13.0;25.318247722573776;0.99510113867029;3.344087613871311;0.772729908902951;12.288613297099179;1
9.073150577136335;0.3047671825750152;0.35416448057729766;2.123835912875076;0.06152328174249848;13.0;27.0;0.9951385204617091;3.268054826859099;0.8480548268590992;11.928220094341144;1
8.619459343725476;0.5178232255060939;0.09326516174085905;2.48911612753047;0.09032519990688913;19.978232255060938;49.02176774493906;0.9974715703048596;3.3482717430768427;0.8573878706073128;10.674010332792804;1
12.056656276241695;0.3775356192268274;0.6464024937019935;2.9206812132616284;0.09175356192268275;12.0;29.88668744751661;0.9996113312552484;3.172068121326163;0.7127181633128731;10.686687447516613;1
6.9588149078053005;0.42719174578308994;0.2503901451545701;2.4241810906234;0.08522929462544798;22.516378187532;36.620905453117004;0.9951962090545312;3.39549134562596;0.74725432718702;11.7967243624936;1
9.62794904903234;0.4626465796241184;0.4123545841458796;2.5544148452735245;0.07877937411332359;11.161761283029417;18.838238716970583;0.9961997080045217;3.2445585154726477;0.6186767101879408;11.422062588667641;1
8.680302029652134;0.3291516752556587;0.3688785277095546;2.7202013531014217;0.10772322164962275;7.159597293797156;15.920201353101422;0.9960602013531014;3.313191945875943;0.7732422841512987;11.736161082481138;1
7.864009718746194;0.28684933183619915;0.366550425195146;1.9330012148432743;0.04970984207037434;4.0;9.330012148432743;0.9935049064386694;3.3001494533205267;0.6564009718746194;12.600498177735089;1
6.155007055620359;0.37939683055345896;0.14395669167409997;2.210735916672385;0.05907359166723846;16.369119722241283;42.36911972224128;0.9926104471944996;3.562352111103487;0.7510735916672384;13.446320416638077;1
8.675677885265788;0.47270219765353416;0.2537844782263905;1.9459443676672943;0.06636483172101318;18.10811126466541;37.445944367667295;0.9955686465653208;3.2513510988267673;0.8231083448499059;11.367566620600376;1
7.28599456545557;0.6917750502792772;0.12925098635033155;2.395113526464191;0.0681889190808024;17.50814412255968;34.76221618383952;0.9953678825281345;3.4783711754880637;0.89;11.995113526464191;1
8.820870084584536;0.45230452960458767;0.5042827774899743;3.6917619112377773;0.09190005972722165;3.0;9.802175211461341;0.9961606936785788;3.243630214051572;0.6038477351977062;12.00108760573067;1
10.986276326107138;0.3939354315201535;0.6294954869530621;3.6917619112377773;0.0819566072828826;39.77518795919791;77.67507521744896;0.9995025225652348;3.224439944567091;0.8123108076073983;11.455600554329086;1
9.9;0.35843153558480445;0.5172097032568629;3.6917619112377773;0.09220363872132357;6.959272255735283;18.360485162843144;0.9973977121061451;3.244419406513726;0.7240727744264717;11.955805934862742;1
7.9;0.2517715802417008;0.34847730646347935;1.8218154829216489;0.057349925780345354;7.152269353652061;15.304538707304122;0.9942404393413559;3.3017276775617526;0.7878184517078352;12.082723224382473;1
9.9;0.3878230369190321;0.4199243167478672;1.6891151845951604;0.0653544794009229;30.789872017116487;48.05063991441756;0.9968314435141805;3.245291041198154;0.8073923210269893;10.810127982883511;1
10.095993268613746;0.3955682469512398;0.6387979805841237;3.6917619112377773;0.07329844600449327;39.63695932284906;73.89533801347977;0.9986936547552955;3.2331398595956067;0.8523385133183558;11.579067602695956;1
10.737156444438028;0.34599762222334496;0.5274312888876057;2.0671445555547536;0.05958542555569189;7.0;19.328554444452465;0.9972311825999812;3.2541457444430812;0.8504300999992782;10.697132666671479;1
9.183908106601034;0.363639820472885;0.5083908106601035;1.9678162132020693;0.07183908106601035;6.720306311329884;16.559387377340233;0.9950619160280988;3.207203063113299;0.8130652230148508;12.360153155664943;1
7.644382932405233;0.2957397155400872;0.5947943108017442;3.6917619112377773;0.0419054595261657;37.18047866550654;101.5;0.992623204158051;3.0632535557489096;0.4844382932405233;12.172191466202616;1
8.289537324351695;0.5609628972910411;0.13242601622481848;2.2217590540345036;0.07215694013472457;17.556481891930993;37.7217590540345;0.9959327219513255;3.2954814486455204;0.7817361418948244;11.533055432420701;1
11.498292017166966;0.6447865021458705;0.6237318626610416;3.6917619112377773;0.09988044120168751;6.330486695278275;19.66097339055655;0.9989321946781113;3.2034756652360863;0.7395730042917411;13.00341596566607;1
9.163343085909304;0.29506744687274433;0.35407037264553576;2.069002925772791;0.0643935478900047;13.0;26.746627656362783;0.9951511319679728;3.2726686171818606;0.8298651062545113;11.788680320273025;1
9.341287122891263;0.3423861368673785;0.44174257542174766;3.0276235469766775;0.059477227373475695;18.793564385543693;37.412871228912614;0.9957252325681872;3.202707917590194;0.8734851508434954;11.058712877108738;1
9.859461858940838;0.33563740842011963;0.4052889240017727;2.4;0.08122011492621317;5.343625915798803;17.343625915798803;0.9966135156730467;3.180308777473964;0.8149404395834257;11.081076282118325;1
8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.9955200000000001;3.41;0.76;11.9;1
9.79627778105379;0.33962777810537914;0.43545555452595136;2.5735555536835477;0.08283055557895566;5.433888884208869;17.0;0.9966434277797901;3.1613222223158224;0.7671499987363948;11.077277772629756;1
8.78783431639253;0.3337713619183159;0.4062286380816841;3.6917619112377773;0.07351095871151377;6.975668632785059;12.975668632785059;0.9966021415441655;3.300851597852523;0.620851597852523;12.075668632785058;1
11.090272849591068;0.4318386761170969;0.4663785810392982;2.4745975423897915;0.0985027966636746;6.42162346399362;21.57837653600638;0.9982745975423898;3.1931350614402554;0.9614590725613399;11.390272849591067;1
7.380096978883468;0.39003232629448914;0.31199030211165324;2.0001616314724457;0.061600323262944894;4.800969788834673;12.39967673705511;0.9953696605739079;3.356067885218427;0.8718771600809414;10.900484894417337;1
9.042604810091902;0.40356512025229757;0.3295069873394601;3.6917619112377773;0.08759418670871626;10.356512025229753;47.59418670871626;0.9990096836202751;3.36098602532108;0.7545511455733773;10.440581329128374;1
8.467178545191933;0.3606246743706158;0.3857808429632697;2.157808429632697;0.08459344065208499;5.5156168592653945;10.0;0.995143891189641;3.197813639702845;0.5606246743706158;11.560931801485776;1
8.237888107295255;0.3649423243204536;0.4501153513590928;1.8528837839773205;0.056207632446367076;22.517302703863923;43.011535135909284;0.9953004614054364;3.3209228108727427;0.8302307027181857;10.901153513590929;1
7.385929327871835;0.40080494917167864;0.2577879836155048;1.7155759672310098;0.07273363950846515;16.718586557436698;23.57787983615505;0.9942476897557255;3.2611060081922476;0.6676374541052204;11.20301059020569;1
8.187227626140665;0.28;0.5113465196218813;1.9042574579531117;0.07809900560625177;35.17376242992185;101.5;0.9958122471886892;3.2930495028031257;0.6874455252281331;10.708514915906223;1
7.673993318806789;0.42119261466977537;0.18739933188067898;2.2496409353670495;0.06699281870734099;13.0;26.429597327522714;0.9942587637774859;3.3398563741468195;0.7715516793027258;12.156322137981826;1
9.502993345955753;0.5059175687759501;0.3588763531639251;2.4239696096993755;0.06459175687759501;29.7041215612025;55.2958784387975;0.9963016117787079;3.202809117090187;0.7407114907158252;11.360672360737377;1
8.219930390031767;0.4240208829904702;0.3219582340190596;2.17137885002269;0.0694310574988655;12.0;18.74275770004538;0.9955463036139919;3.208586344993193;0.745689425011345;11.019930390031766;1
10.5;0.24;0.42172022814473625;1.8103213688684177;0.07662154980815802;6.0;22.06880912578945;0.997606880912579;3.2079357262263164;1.0448393155657911;10.806880912578945;1
9.920783309631185;0.4365342697963643;0.48702937411116937;2.680195827407796;0.07630685395927286;11.04951043148051;19.0;0.9962603916548156;3.2270293741111695;0.6389118776664918;11.580195827407795;1
10.5;0.24;0.4506094765983807;1.9836568595902841;0.07026591514835626;6.0;23.224379063935228;0.9977224379063936;3.173268628081943;0.958171570204858;10.922437906393522;1
8.3;0.31;0.39;2.4;0.078;17.0;43.0;0.99444;3.31;0.77;12.5;1
7.817768360175561;0.3516446327964888;0.44026440644213466;3.30396609663202;0.07750661016105337;15.493389838946634;37.16446327964888;0.9966421468814044;3.3549338983894663;0.8632892655929776;12.931570623719104;1
10.560246347300822;0.4940369520951232;0.44331005776652377;2.29667346248303;0.0830788481153805;7.0;20.211909616059305;0.9964101600408499;3.1463572884817794;0.8005954808029654;11.333100577665236;1
7.61876532307039;0.3739588441023463;0.4460411558976537;3.2446252163923996;0.07511670752818772;24.279176882046926;43.44164623590615;0.9953288329247181;3.355331698872492;0.8276658494362459;11.446683011275082;1
7.702471607281344;0.597191049089832;0.1430440364208067;2.4232670467139497;0.08058167616784874;15.767329532860504;33.0;0.9976264076848748;3.5544062486146557;0.7027968756926722;10.765099429929077;1
7.6554882401194595;0.3548902351976108;0.40131717762867025;2.7197576644300536;0.07653292944071675;16.467070559283243;37.48902351976108;0.9953439059209557;3.3646707055928324;0.8697804703952217;13.191218815808865;1
8.597641006797039;0.3120235899320296;0.40809435972811847;2.779764100679704;0.1079882050339852;7.202358993202961;16.20235899320296;0.9963787836119794;3.314047179864059;0.7879764100679705;11.638112805437633;1
6.8;0.59;0.06;3.6917619112377773;0.06;11.0;18.0;0.9962;3.41;0.59;10.8;1
7.599101640115171;0.4193819671305174;0.3106180328694826;2.164606557101725;0.06235393442898275;6.070786885796551;12.0;0.9948501904910269;3.4265504916986553;0.7079662294145863;11.55662950863724;1
10.453531207452393;0.3315489597515869;0.49408506708068856;2.128170134161377;0.05425361073291017;4.436597316772458;9.281701341613772;0.9949011395294396;3.149293758509521;0.729438187825928;11.761958390063475;1
9.9;0.5083316311872947;0.5471278329199222;2.2916581559364735;0.08878670606419621;30.120379826737253;51.39810086631374;0.9970590708589093;3.1984265878716074;0.7672227896042351;11.479620173262749;1
7.915157815691636;0.3634055134080554;0.4531889731838892;1.9297243295972297;0.061740151731000545;22.978345977583377;43.31889731838892;0.9953127558927356;3.3455117854711136;0.8363779463677784;10.931889731838892;1
10.433372419243282;0.33500586288649226;0.6199882742270155;2.716568951891796;0.08450058628864923;5.166862096216407;21.666275807567185;0.9992927392275022;3.239976548454031;0.7366627580756718;11.183313790378358;1
8.752642097237596;0.30526420972375956;0.3921070162062659;2.6263543565378504;0.10142273555801529;6.842140324125318;15.84214032412532;0.9959979262917127;3.3084214032412533;0.782107016206266;11.8;1
10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;1
12.740499495495563;0.3535444556556541;0.5378501513513312;3.6917619112377773;0.066;5.354445565565416;35.53166834834813;1.0012227772172173;3.2035444556556545;0.6493666330330375;12.177222782782708;1
9.111763891459265;0.3960787028469113;0.5023527782918532;1.839212971530887;0.07135291674377797;6.960787028469113;16.039212971530887;0.9946897990893251;3.2076472217081466;0.6990189834521039;12.46862962277529;1
5.5582169817076466;0.7970748434963533;0.05835660365847054;1.5114213821129403;0.04541783018292352;12.557106910564702;88.13927672764117;0.9923192194979681;3.5572144654471765;0.8283566036584705;12.997493709348824;1
9.007329477282033;0.3317017352230851;0.36243468295128844;2.1195028920384753;0.06531676306794917;12.536647386410165;27.463352613589834;0.9950209942159232;3.2646335261358983;0.7982982647769149;12.117017352230851;1
10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;1
7.116224468577759;0.39989668871278244;0.3527729522877714;2.7476402928610986;0.07344540954244572;23.209438828555605;41.371683514333185;0.9937306926452728;3.353613523856114;0.718952805857222;12.732448937155517;1
